rows,System: System Name,Environment,Role,Fixed Asset: Fixed Asset  Name,Install Date,Service Start Date,Service End Date,Notes,OS Type,OS Version,Parent System,
1,att-1A-03-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
2,att-1B-03-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
3,att-1B-06-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
4,att-3B-05-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
5,att-3A-03-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
6,att-3B-05-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
7,att-3B-07-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
8,att-3A-05-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
9,att-3A-07-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
10,att-3A-05-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
11,att-1A-06-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
12,att-3B-03-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
13,att-3A-07-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
14,att-1B-03-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
15,att-1A-03-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
16,att-3B-07-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
17,rw-150-M2,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
18,rw-152-M2,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
19,rw-157-K1,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
20,rw-150-K1,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
21,rw-150-M1,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
22,rw-152-K2,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
2299,icr03-sp1,sp1,icr,A1-19323,7/25/2012,7/25/2012,,,Centos,6.2,,
2300,icr02-sp1,sp1,icr,A1-19276,7/25/2012,7/25/2012,,,Centos,6.2,,
2301,gateway02-sp1,sp1,gateway,A1-25575,10/25/2013,10/25/2013,,,,,,
2302,listener02-sp1,sp1,listener,A1-14840,10/25/2013,10/25/2013,,,,,,
2303,listener01-sp1,sp1,listener,A1-14850,10/25/2013,10/25/2013,,,,,,
2304,gateway01-sp1,sp1,gateway,A1-25576,10/25/2013,10/25/2013,,,,,,
2305,rac06n02-sp1,sp1,rac,MXQ3180DW5,11/4/2013,11/4/2013,,,RedHat,,,
2306,rac06n01-sp1,sp1,rac,MXQ3180DW7,11/4/2013,11/4/2013,,,RedHat,,,
2307,datapub02-sp1,sp1,IDDP - datapub,A1-22431,7/23/2012,7/23/2012,,,Centos,6.2,,
2308,sa01-00-sp1,sp1,db,BEL09122VE,9/20/2013,9/20/2013,,,Solaris,,,
2309,reportingdb03-sp1,sp1,reportingDB,A1-29291,10/1/2013,10/1/2013,,,,,,
2310,reportingdb02-sp1,sp1,reportingDB,A1-29290,10/1/2013,10/1/2013,,,,,,
2311,insightdb01-sp1,sp1,insightdb,2UX83400C0,,,,,,,,
2312,etl02-sp1,sp1,etl,P1238100562,,,,,,,,
2313,etl01-sp1,sp1,etl,P1238100563,,,,,,,,
2314,sa05-00-sp1,sp1,eventdb,BDL10337DA,10/20/2011,,,,,,,
2315,sa03-00-sp1,sp1,eventdb,BEL09197PX,8/21/2012,8/21/2012,,,,,,
2316,sa02-00-sp1,sp1,eventdb,BDL10337D1,10/20/2011,,,,,,,
2317,jms04-sp1,sp1,JMS,BDL10337E4,10/20/2011,,,,,,,
2318,jms03-sp1,sp1,JMS,BDL10337CA,10/20/2011,,,,,,,
2319,datapub01-sp1,sp1,IDDP - datapub,A1-27053,10/20/2011,,,,,,,
2320,mysqlmeta03-sp1,sp1,IDDP - meta,A1-17980,10/20/2011,,,,,,,
2321,mysqlmeta02-sp1,sp1,IDDP - meta,A1-17981,10/20/2011,,,,,,,
2322,mysqlmeta01-sp1,sp1,IDDP - meta,A1-17982,10/20/2011,,,,,,,
2323,mysqlcache02-sp1,sp1,IDDP - cache,A1-17978,10/20/2011,,,,,,,
2324,mysqlcache01-sp1,sp1,IDDP - cache,A1-17979,10/20/2011,,,,,,,
2325,reporting02-sp1,sp1,reporting,P1238100537,,,,,,,,
2326,reporting01-sp1,sp1,reporting,P1238100544,,,,,,,,
2327,mta07-uber,sp1,mta,A1-21480,6/14/2012,6/14/2012,,,,,,
2328,iqe01-sp1,sp1,iqe,A1-29967,12/4/2013,12/4/2013,,,,,,
2329,iqe02-sp1,sp1,iqe,A1-29961,12/4/2013,12/4/2013,,,,,,
2330,tmws12-stage,Stage,tmws,P1238100561,,,,,,,,
2331,adminn11-stage,Stage,admin,P1237060362,,,,,,,,
2332,tmws11-stage,Stage,tmws,P1237060371,,,,,,,,
2333,apacheui02-stage,stage,apacheui,A1-15597,,,,,,,,
2334,apacheui01-stage,stage,apacheui,A1-14972,7/1/2013,7/1/2013,,,,,,
2335,ice01.stage,stage,ICE app server,P1238120002,,,,,,,,
2336,ice02-stage,stage,ice,P1704261,,,,,,,,
2337,admin03-stage,stage,RTM,P1239020051,,,,,,,,
2338,walther,stage1,campaign,P1236090057,,,,,,,,
2339,winchester,stage1,sf2ri,P1236030100,,,,,,,,
2340,traditions,stage1,rtm,P1237110364,,,,,,,,
2341,taurus,stage1,rtm,P1237110365,,,,,,,,
2342,springfield,stage1,response,P1236090059,,,,,,,,
2343,ruger,stage1,downtime,P1236090054,,,,mta1.stage.responsys.com,,,,
2344,mateba,stage1,patchwork,P1236090060,,,,,,,,
2345,fn,stage1,spam.virus,P1236030094,,,,,,,,
2346,colt,stage1,launch,P1236060443,,,,,,,,
2347,browning,stage1,response,P1236090051,,,,,,,,
2348,lemat,stage1,ws01-stage,P1236060444,,,,,,,,
2349,cz,stage1,client,P1236050442,,,,,,,,
2350,beretta,stage1,campaign,P1236050025,,,,,,,,
2351,sig,stage1,bounce,P1236050026,,,,,,,,
2352,glock,stage1,RI.admin,P1236050030,,,,,,,,
2353,xen03-stage2,stage2,HVM,P1237060394,,,,,,,,
2354,xen02-stage2,stage2,HVM,P1237080462,,,,,,,,
2355,xen01-stage2,stage2,HVM,P1237080466,,,,,,,,
2356,etl01-stage2,stage2,ETL,P1238100290,,,,,,,,
2357,pubweb03-stage3,stage3,pubweb,A1-27060,4/12/2013,4/12/2013,,,,,,
2358,icr02-stage3,stage3,icr,A1-25595,9/11/2012,9/11/2012,,,,,,
2359,mysqlcms02-stage3,stage3,icr db,A1-22421,4/11/2012,4/11/2012,,was on A1-20551,Centos,6.2,,
2360,mysqlcms01-stage3,stage3,icr db,A1-22438,4/11/2012,4/11/2012,,was on A1-17910,Centos,6.2,,
2361,reportingdb03-stage3,stage3,reportingdb,A1-28794,8/20/2013,8/20/2013,,,Windows,,,
2362,icr01-stage3,stage3,icr,A1-22407,7/23/2012,7/23/2012,,,Centos,6.2,,
2363,etl02-stage3,stage3,etl,A1-17935,4/19/2011,,,,,,,
2364,etl01-stage3,stage3,etl,A1-17932,4/19/2011,,,,,,,
2365,reportingdb01-stage3,stage3,ReportingDB,A1-17928,4/19/2011,,,,windows server,2008 enterprise,,
2366,ws01-stage3,stage3,ws,A1-17890,4/19/2011,,,,,,,
2367,datapub01-stage3,stage3,IDDP - datapub,A1-17889,4/19/2011,,,,,,,
2368,ui02-stage3,stage3,ui,A1-17907,4/19/2011,,,,,,,
2369,ui01-stage3,stage3,ui,A1-17895,4/19/2011,,,,,,,
2370,tools02-stage3,stage3,tools,A1-17924,4/19/2011,,,,,,,
2371,tools01-stage3,stage3,tools,A1-17887,4/19/2011,,,,,,,
2372,team01-stage3,stage3,team,A1-17897,4/19/2011,,,,,,,
2373,spam01-stage3,stage3,spam,A1-17916,4/19/2011,,,,,,,
2374,reporting02-stage3,stage3,reporting,A1-17906,4/19/2011,,,,,,,
2375,reporting01-stage3,stage3,reporting,A1-17918,4/19/2011,,,,,,,
2376,pubweb02-stage3,stage3,pubweb,A1-17888,4/19/2011,,,,,,,
2377,pubweb01-stage3,stage3,pubweb,A1-17914,4/19/2011,,,,,,,
2378,launch03-stage3,stage3,launch,A1-17891,4/19/2011,,,,,,,
2379,launch02-stage3,stage3,launch,A1-17892,4/19/2011,,,,,,,
2380,launch01-stage3,stage3,launch,A1-17921,4/19/2011,,,,,,,
2381,eventcapture02-stage3,stage3,eventcapture,A1-17919,4/19/2011,,,,,,,
2382,eventcaptur01-stage3,stage3,eventcapture,A1-17894,4/19/2011,,,,,,,
2383,downtime01-stage3,stage3,downtime,A1-17912,4/19/2011,,,,,,,
2384,dca01-stage3,stage3,dca,A1-17905,4/19/2011,,,,,,,
2385,connect01-stage3,stage3,connect,A1-17915,4/19/2011,,,,,,,
2386,bounce01-stage3,stage3,bounce,A1-17903,4/19/2011,,,,,,,
2387,apacheui02-stage3,stage3,apacheui,A1-17922,4/19/2011,,,,,,,
2388,apacheui01-stage3,stage3,apacheui,A1-17920,4/19/2011,,,,,,,
2389,admin01-stage3,stage3,admin,A1-17909,4/19/2011,,,,,,,
2390,rac02n02-dc2,stage3,RAC,A1-17926,8/23/2012,8/23/2012,,,Redhat,5.6,,
2391,rac02n01-dc2,stage3,RAC,A1-17927,8/23/2012,8/23/2012,,,Redhat,5.6,,
2392,sa02-00-stage3,stage3,db,BDL11180D3,5/12/2011,,,,,,,
2393,sa01-00-stage3,stage3,db,BDL11180D2,5/12/2011,,,,,,,
2394,mysqlcache02-stage3,stage3,IDDP - cache,A1-17893,8/23/2011,,,,,,,
2395,mysqlcache01-stage3,stage3,IDDP - cache,A1-17898,8/23/2011,,,,,,,
2396,mysqlmeta01-stage3,stage3,IDDP - meta,A1-15686,8/23/2011,,,,,,,
2397,rac01n02-stage3,stage3,RAC,A1-24203,10/19/2012,10/19/2012,,,,,,
2398,rac04n01-stage3,stage3,RAC,A1-24210,10/19/2012,10/19/2012,,,,,,
2399,rac04n02-stage3,stage3,RAC,A1-24209,10/19/2012,10/19/2012,,,,,,
2400,rac01n01-stage3,stage3,RAC,A1-24211,10/19/2012,10/19/2012,,,,,,
2401,listener01-stage3,stage3,SMS listener,A1-29969,12/2/2013,12/2/2013,,,,,,
2402,gateway01-stage3,stage3,gateway,A1-29972,12/2/2013,12/2/2013,,,,,,
2403,iqe01-stage3,stage3,iqe,A1-29977,1/20/2014,1/20/2014,,,,,,
2404,reportingdb02-stage3,stage3,reportingdb,A1-28797,8/20/2013,8/20/2013,,,Windows,,,
2405,datapub02-stage3,stage3,IDDP - datapub,A1-21694,5/2/2012,5/2/2012,,,Centos,5.6,,
2406,admin01-stage4,stage4,admin,A1-22444,6/1/2012,6/1/2012,,,Centos,6.2,,
2407,mysqlcms01-stage4,stage4,icr db,A1-22433,6/1/2012,6/1/2012,,,Centos,6.2,,
2408,team01-stage4,stage4,team,A1-22418,6/1/2012,6/1/2012,,,Centos,6.2,,
2409,eventcapture01-stage4,stage4,eventcapture,A1-22448,6/1/2012,6/1/2012,,,Centos,6.2,,
2410,dca01-stage4,stage4,dca,A1-22445,6/1/2012,6/1/2012,,,Centos,6.2,,
2411,connect01-stage4,stage4,connect,A1-22458,6/1/2012,6/1/2012,,,Centos,6.2,,
2412,pubweb01-stage4,stage4,pubweb,A1-22417,6/1/2012,6/1/2012,,,Centos,6.2,,
2413,sa01-00-stage4,stage4,db,BEL09122TA,7/1/2012,7/1/2012,,was on BEL09197PX,Solaris,,,
2414,mta01-stage4,stage4,mta,A1-22405,6/1/2012,6/1/2012,,,Centos,6.2,,
2415,reportingdb01-stage4,stage4,reportingdb,A1-22441,6/1/2012,6/1/2012,,,Centos,6.2,,
2416,mysqlcms02-stage4,stage4,icr db,A1-22474,7/17/2012,7/17/2012,,,Centos,6.2,,
2417,icr01-stage4,stage4,icr,A1-22469,7/19/2012,7/19/2012,,,Centos,6.2,,
2418,pubweb02-stage4,stage4,pubweb,A1-22451,6/1/2012,6/1/2012,,,Centos,6.2,,
2419,launch02-stage4,stage4,launch,A1-22439,6/1/2012,6/1/2012,,,Centos,6.2,,
2420,spam01-stage4,stage4,spam,A1-22432,6/1/2012,6/1/2012,,,Centos,6.2,,
2421,etl01-stage4,stage4,etl,A1-21701,6/1/2012,6/1/2012,,,,,,
2422,apacheui01-stage4,stage4,apacheui,A1-22447,6/1/2012,6/1/2012,,,Centos,6.2,,
2423,sa02-00-stage4,stage4,db,BEL091652T,10/23/2012,10/23/2012,,,Solaris,,,
2424,ui01-stage4,stage4,ui,A1-22415,6/1/2012,6/1/2012,,,Centos,6.2,,
2425,reporting01-stage4,stage4,reporting,A1-22449,6/1/2012,6/1/2012,,,Centos,6.2,,
2426,eventcapture02-stage4,stage4,eventcapture,A1-22461,6/1/2012,6/1/2012,,,Centos,6.2,,
2427,datapub02-stage4,stage4,IDDP - datapub,A1-22459,6/1/2012,6/1/2012,,,Centos,6.2,,
2428,launch03-stage4,stage4,launch,A1-22460,6/1/2012,6/1/2012,,,Centos,6.2,,
2429,etl02-stage4,stage4,etl,A1-21697,6/1/2012,6/1/2012,,,,,,
2430,bounce01-stage4,stage4,bounce,A1-22424,6/1/2012,6/1/2012,,,Centos,6.2,,
2431,rac02n02-stage4,stage4,rac,A1-21702,6/1/2012,6/1/2012,,,,,,
2432,tools01-stage4,stage4,tools,A1-22409,6/1/2012,6/1/2012,,,Centos,6.2,,
2433,mysqlmeta01-stage4,stage4,IDDP - meta,A1-22443,6/1/2012,6/1/2012,,,Centos,6.2,,
2434,mysqlcache01-stage4,stage4,IDDP - cache,A1-22467,6/1/2012,6/1/2012,,,Centos,6.2,,
2435,ui02-stage4,stage4,ui,A1-22414,6/1/2012,6/1/2012,,,Centos,6.2,,
2436,downtime01-stage4,stage4,downtime,A1-22429,6/1/2012,6/1/2012,,,Centos,6.2,,
2437,reporting02-stage4,stage4,reporting,A1-22423,6/1/2012,6/1/2012,,,Centos,6.2,,
2438,tools02-stage4,stage4,tools,A1-22416,6/1/2012,6/1/2012,,,Centos,6.2,,
2439,launch01-stage4,stage4,launch,A1-22428,6/1/2012,6/1/2012,,,Centos,6.2,,
2440,mysqlcache02-stage4,stage4,IDDP - cache,A1-22475,6/1/2012,6/1/2012,,,Centos,6.2,,
2441,ws01-stage4,stage4,ws,A1-22420,6/1/2012,6/1/2012,,,Centos,6.2,,
2442,datapub01-stage4,stage4,IDDP - datapub,A1-22446,6/1/2012,6/1/2012,,,Centos,6.2,,
2443,jms01-stage4,stage4,jms,A1-22462,6/1/2012,6/1/2012,,,Centos,6.2,,
2444,apacheui02-stage4,stage4,apacheui,A1-22442,6/1/2012,6/1/2012,,,Centos,6.2,,
2445,rac02n01-stage4,stage4,rac,A1-21698,6/1/2012,6/1/2012,,,,,,
2446,listener01-stage4,stage4,listener,A1-29964,12/2/2013,12/2/2013,,,,,,
2447,gateway01-stage4,stage4,gateway,A1-29971,12/2/2013,12/2/2013,,,,,,
2448,bantam,temp,bounce,P1238030389,,,,,,,,
2449,etlserv04-tserv,tserv,etl,P1705898,8/5/2013,8/5/2013,,,,,,
2450,sa03-00-tserv,tserv,database,BDL10337E0,,,,,,,,
2451,sa02-00-tserv,tserv,database,BDL10337E1,,,,,,,,
2452,etldev02-tserv,tserv,etl,A1-15655,,,,,,,,
2453,etldev01-tserv1,tserv,ETL PSO,p1705894,,,,,,,,
2454,sa01-00-tserv,tserv,database,BDL092754B,,,,,,,,
2455,win03-tserv,tserv,Win,P1704531,4/20/2012,4/20/2012,,,Windows,2003R2,,
2456,etlserv03-tserv,tserv,ETL,p1705895,4/20/2012,4/20/2012,,,Centos,,,
2457,win02-tserv2,tserv2,,A1-15731,,,,,windows server,2008 enterprise,,
2458,win01-tserv2,tserv2,,A1-15730,,,,,windows server,2008 enterprise,,
2459,etlserv04-tserv2,tserv2,ETL Dev,A1-14877,,,,,,,,
2460,etl02-dev-tserv2,tserv2,ETL PSO,A1-14880,,,,,,,,
2461,etlserv03-tserv2,tserv2,ETL Dev,A1-25579,,,,,,,,
2462,etl01-dev-tserv2,tserv2,ETL PSO,A1-14878,,,,,,,,
2463,app03-sp1-tserv2,tserv2,app,A1-15723,7/20/2011,,,,,,,
2464,app02-sp1-tserv2,tserv2,app,A1-15694,7/20/2011,,,,,,,
2465,app01-sp1-tserv2,tserv2,app,A1-17896,7/20/2011,,,,,,,
2466,app02-stage3-tserv2,tserv2,app,A1-17911,7/20/2011,,,,,,,
2467,app01-stage3-tserv2,tserv2,app,A1-17900,7/20/2011,,,,,,,
2468,app02-qa-tserv2,tserv2,app,A1-17902,7/20/2011,,,,,,,
2469,app01-qa-tserv2,tserv2,app,A1-15682,7/20/2011,,,,,,,
2470,app02-dev-tserv2,tserv2,app,A1-17917,7/20/2011,,,,,,,
2471,app01-dev-tserv2,tserv2,app,A1-17913,7/20/2011,,,,,,,
2472,apache02-stage-tserv2,tserv2,apache,A1-23580,2/7/2013,2/7/2013,,,,,,
2473,apache01-stage-tserv2,tserv2,apache,A1-22440,2/7/2013,2/7/2013,,,,,,
2474,apacheui06-dc1,ursa,www,A1-15623,,,,,,,,
2475,apacheui05-dc1,ursa,www,A1-15614,7/1/2013,7/1/2013,,,,,,
2476,apacheui04-dc1,ursa,www,A1-15617,7/1/2013,7/1/2013,,,,,,
2477,apacheui03-dc1,ursa,www,A1-15604,7/1/2013,7/1/2013,,,,,,
2478,apacheui02-dc1,ursa,www,A1-15608,,,,,,,,
2479,apacheui01-dc1,ursa,www,A1-15612,7/1/2013,7/1/2013,,,,,,
2480,sam,ursa.stage,V240.DB,FN62350065,,,,,,,,
2481,ctx-p2000-dc2,xenapp,Storage Chassis,2S6302C134,8/6/2013,8/6/2013,,,,,ctx-c3000-dc2,
2482,ctx-p2000-dc1,xenapp,Storage Chassis,2s6302c130,8/6/2013,8/6/2013,,,,,ctx-c3000-dc1,
2483,ctx-c3000-dc1,xenapp,Blade Chassis,SGH314RLJ3,8/6/2013,8/6/2013,,,,,,
2484,dc1-cns-02,xenapp,Firewall,280me28u42,8/5/2013,8/5/2013,,,,,,
2485,ctx-c3000-dc2,xenapp,Blade Chassis,SGH314RLJ4,8/6/2013,8/6/2013,,,,,,
2486,dc2-cns-02,xenapp,Firewall,28WCJ28U0X,8/5/2013,8/5/2013,,,,,,
2487,dc2-cns-01,xenapp,Firewall,27TCP28U4T,8/5/2013,8/5/2013,,,,,,
2488,dc1-cns-01,xenapp,Firewall,26w2g28u80,8/5/2013,8/5/2013,,,,,,
