index,overwrite,modifiedOn,systemName,systemAlias,systemEquipSN,systemEnviron,systemRole,systemInventoryStatus,systemTicket,systemStatus,systemOwner,systemImpact,systemIsVirtual,systemParentId,systemOSType,systemOSVersion,systemApplications,systemSupLic,systemSupEndDate,systemInstall,systemStart,systemEnd,systemNotes
1,,,,,,,,,,,,,,,,,,,,,,,
