index,overwrite,modifiedOn,systemName,sysPortType,sysPortName,sysPortAddress,sysPortCablePath,sysPortEndPoint,sysPortEndPointPre,sysPortEndPointPort,sysPortVlan,sysPortOptions,sysPortURL,sysPortCrossover
1,,,,,,,,,,,,,,
